token_id,asset_contract_address,collection_slug,last_sale_payment_token_id,last_sale_payment_token_symbol,last_sale_payment_token_address,last_sale_payment_token_name,last_sale_payment_token_eth_price,last_sale_payment_token_usd_price,last_sale_transaction_from_account_address,last_sale_transaction_id,last_sale_transaction_timestamp,last_sale_transaction_to_account_address,last_sale_event_timestamp,last_sale_total_price,last_sale_created_date,last_sale_quantity,name,num_sales,asset_contract_created_date,asset_contract_dev_seller_fee_basis_points,asset_favorites,asset_category,created_year
2266,0x5180db8f5c931aae63c74266b211f580155ecac8,cryptocoven,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xf6aaada76ea7f044ffa028565b028740dce5389f,252869687.0,2022-01-20 04:08:22.000000,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,2022-01-20 04:08:22.000000,1.99e+18,2022-01-20 04:08:46.778656,1.0,morganite the glittering,2.0,2021-11-04 00:35:07.285763,500.0,10,art,2021
4098,0x508d06b8f3a4b0fd363239ce61e0c4b0b82f3626,loot-explorer,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xab56e197d8bb98ef30950f7e198a715cfe4720f4,293114761.0,2022-03-05 23:59:48.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 23:59:48.000000,5e+16,2022-03-05 23:59:55.706555,1.0,Someryll Olymar,2.0,2021-12-19 07:01:08.628732,500.0,1,art,2021
628,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xd4019b06d39ccee9232ec20266f8a56eb29a52ca,292364300.0,2022-03-05 01:52:41.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:52:41.000000,6.16e+17,2022-03-05 01:52:56.787743,1.0,Dippie,3.0,2022-03-02 13:41:02.605663,500.0,4,art,2022
5122,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x71785c4d2aa49c67e9add1d5d9eb22c86488043a,292347406.0,2022-03-05 01:23:30.000000,0x00000000a50bb64b4bbeceb18715748dface08af,2022-03-05 01:23:30.000000,5.01e+17,2022-03-05 01:23:45.965403,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,4,art,2022
3799,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x15971bf3e25f744f1c38d9e21ca158005032756d,292344000.0,2022-03-05 01:17:31.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:17:31.000000,5e+17,2022-03-05 01:17:51.638802,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,4,art,2022
6384,0x588c1525c8c4853b949f636067d3d15085bf9970,angelsdevilsnft,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x225e684cbebb1c1e68d3c6794cff94cd57053f89,293114784.0,2022-03-05 23:59:48.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 23:59:48.000000,7e+16,2022-03-05 23:59:55.998857,1.0,Celestial #6384,2.0,2022-02-25 12:06:23.050935,700.0,0,art,2022
227002029,0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,kai-gen-by-takeshi-murata-christopher-rutledge-j-k,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x10b5aaa686f9493ac289c03e900d3faaf041c628,251771240.0,2022-01-18 21:23:28.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-01-18 21:23:28.000000,5e+17,2022-01-18 21:23:49.312461,1.0,Kai-Gen #2029,1.0,2020-12-12 13:31:36.385177,750.0,0,art,2020
7048,0xbaeec315f9d7f8db2645edfd5633360f152279bc,rengoku-legends-samurai,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x21c4e6b310ee058c6a247c419921b5d721a89492,250809993.0,2022-01-17 19:09:03.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-01-17 19:09:03.000000,1.5e+17,2022-01-17 19:09:18.942410,1.0,Rengoku #7048,1.0,2022-01-15 00:57:00.586766,500.0,5,art,2022
6283,0xd70f41dd5875eee7fa9dd8048567bc932124a8d2,bitairt,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xd4c45165ba6fd9ae7d21c1219c864827a97fbb80,248681827.0,2022-01-15 11:54:03.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-01-15 11:54:03.000000,2.5e+17,2022-01-15 11:54:30.050422,1.0,DeepBlack #6283,1.0,2019-09-26 06:17:45.237752,1000.0,2,art,2019
281500746515352,0x0cfb5d82be2b949e8fa73a656df91821e2ad99fd,10ktf,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xf6aaada76ea7f044ffa028565b028740dce5389f,173462489.0,2021-09-30 15:27:14.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2021-09-30 15:27:14.000000,1.5e+17,2021-09-30 15:27:58.711045,1.0,Kennel Daypack #920,1.0,2021-09-16 19:42:46.652443,500.0,2,art,2021
8108,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xd726947c5c50e173b84bf47c6705eddaba38e695,292357890.0,2022-03-05 01:41:14.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:41:14.000000,6.49e+17,2022-03-05 01:41:28.477670,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,2,art,2022
1385,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x3304a070f97578e427e382ba6c9165a0fc6bd8bf,292360265.0,2022-03-05 01:44:58.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:44:58.000000,6.5e+17,2022-03-05 01:45:13.149332,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,2,art,2022
18495,0xca7ca7bcc765f77339be2d648ba53ce9c8a262bd,tubby-cats,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x268c9b61db2703bf2fdf53f11166b40f8051d4a1,292366403.0,2022-03-05 01:56:41.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:56:41.000000,3.3e+17,2022-03-05 01:56:49.150972,1.0,9835,2.0,2022-02-21 16:46:13.165609,250.0,2,art,2022
8693,0x7f7685b4cc34bd19e2b712d8a89f34d219e76c35,womenrise,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x370556b851e4b0dcb7844369d3818709e93e58f6,289283426.0,2022-03-01 13:13:43.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-01 13:13:43.000000,6.5e+17,2022-03-01 13:14:06.034427,1.0,WR NFT 8693,4.0,2021-11-26 16:12:18.106031,700.0,5,art,2021
7829,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x86a41524cb61edd8b115a72ad9735f8068996688,292341359.0,2022-03-05 01:12:44.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:12:44.000000,7.3e+17,2022-03-05 01:13:02.611674,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
1408,0x692038c37f56e1772ce1d61cd0ff2d4289028458,alphaelementary,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x2e9727f80315cac70b94965ab297003ceb9a2e48,284296045.0,2022-02-23 09:51:05.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-02-23 09:51:05.000000,2e+17,2022-02-23 09:51:37.643262,1.0,Alpha Elementary #1408,1.0,2022-02-14 12:36:54.161167,700.0,5,art,2022
1236,0x33e1977d6593050520b1fe2d5c586376ad07046d,bvgarden,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x7d166a427ece38a143172ff019e9da1ef8a26714,200340477.0,2021-11-13 23:29:08.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2021-11-13 23:29:08.000000,1.5e+17,2021-11-13 23:29:30.917185,1.0,#1236,1.0,2021-10-29 00:43:08.179099,440.0,3,art,2021
7847,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x98389c9e1d24686d3a0b357d2c184a3ab09a5244,292352687.0,2022-03-05 01:32:06.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:32:06.000000,5.9e+17,2022-03-05 01:32:33.845885,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
3374,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x75adfa5747320b8c9a80250b85a1a0ee60dc68ef,292354970.0,2022-03-05 01:35:43.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:35:43.000000,6.1e+17,2022-03-05 01:36:02.113287,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,1,art,2022
1041,0xca7ca7bcc765f77339be2d648ba53ce9c8a262bd,tubby-cats,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x8efef6b061bda1a1712db316e059cbc8ebdcae4d,282939431.0,2022-02-21 17:22:50.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-02-21 17:22:50.000000,3.1e+17,2022-02-21 17:23:41.182530,1.0,5170,1.0,2022-02-21 16:46:13.165609,250.0,2,art,2022
235,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x5f5df3da7e0e886fb99cd8cdd26e9c49b5cf168d,292358777.0,2022-03-05 01:42:30.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:42:30.000000,6.9e+17,2022-03-05 01:42:44.371159,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
3694,0xca7ca7bcc765f77339be2d648ba53ce9c8a262bd,tubby-cats,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x8efef6b061bda1a1712db316e059cbc8ebdcae4d,282960052.0,2022-02-21 18:00:10.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-02-21 18:00:10.000000,4e+17,2022-02-21 18:00:24.255730,1.0,19670,2.0,2022-02-21 16:46:13.165609,250.0,5,art,2022
6822,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x2e819a9ee311dc8493ec899d33ffcac96d552b1a,292835224.0,2022-03-05 15:59:22.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 15:59:22.000000,4.8e+17,2022-03-05 15:59:32.303732,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,1,art,2022
5894,0x080ce3620a3cfed6119d6c8db0f9a56e52451729,satoshirunnersofficial,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xe4823e1a12926ed2a6090acf21ba468fbb29505b,289972345.0,2022-03-02 08:22:02.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-02 08:22:02.000000,1.85e+17,2022-03-02 08:22:34.423156,1.0,Satoshi Runners #5894,1.0,2022-02-28 13:12:34.929582,770.0,4,art,2022
4567,0x5c1a0cc6dadf4d0fb31425461df35ba80fcbc110,pixels-farm,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x41f96a5ea2edea578bd1cc5be5c070ee99df805c,270447869.0,2022-02-08 15:32:29.000000,0x0a267cf51ef038fc00e71801f5a524aec06e4f07,2022-02-08 15:32:29.000000,3.69e+17,2022-02-08 15:32:42.577894,1.0,Farm Land #4567,3.0,2022-01-31 17:21:30.327073,500.0,0,art,2022
4512,0x588c1525c8c4853b949f636067d3d15085bf9970,angelsdevilsnft,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x37d4a6f76a563067fbc492c821c1ed7cea32589d,293198480.0,2022-03-06 02:22:53.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-06 02:22:53.000000,5.9e+16,2022-03-06 02:23:05.905014,1.0,Celestial #4512,2.0,2022-02-25 12:06:23.050935,700.0,0,art,2022
6623,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x7ced4081c4cde7ac4bfd71c67a682665a979cd65,292337218.0,2022-03-05 01:05:07.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:05:07.000000,6.99e+17,2022-03-05 01:05:27.258598,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
6621,0x198478f870d97d62d640368d111b979d7ca3c38f,8sian-main-collection,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xb89c87a944267b21d1f3e786d4b8a4265112f0c3,251185865.0,2022-01-18 04:07:42.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-01-18 04:07:42.000000,3.7e+17,2022-01-18 04:07:52.599871,1.0,8SIAN #6621,3.0,2021-12-25 16:28:49.864843,800.0,3,art,2021
4996,0x71eaa691b6e5d5e75a3ebb36d4f87cbfb23c87b0,the-odd-dystrict-official,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x5e0c26dfebf07397a5ff49e14ee556ddd5081e0d,274399268.0,2022-02-12 15:03:59.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-02-12 15:03:59.000000,6.5e+16,2022-02-12 15:07:39.012398,1.0,ODDY #4996,1.0,2022-01-11 08:04:57.760945,750.0,3,art,2022
10022,0x0825f050e9b021a0e9de8cb1fb10b6c9f41e834c,letswalk,2.0,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,1.0,2656.29,0x3164f45de18adce09599a9d85e6d9feb95f08c55,271445729.0,2022-02-09 16:02:19.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-02-09 16:02:19.000000,3.5e+18,2022-02-09 16:04:31.855048,1.0,#LetsWalk - Ranger #022,17.0,2021-03-16 03:28:25.093081,1000.0,338,art,2021
7333,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x7ced4081c4cde7ac4bfd71c67a682665a979cd65,292341785.0,2022-03-05 01:13:25.000000,0x0000000035634b55f3d99b071b5a354f48e10bef,2022-03-05 01:13:25.000000,4.7e+17,2022-03-05 01:14:04.485458,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
1596,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xdf6691d6e033a047b26991e055c9360a978c8de6,292357495.0,2022-03-05 01:39:54.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:39:54.000000,6e+17,2022-03-05 01:40:50.103923,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
9453,0x4cd0ea8b1bdb5ab9249d96ccf3d8a0d3ada2bc76,boonjiproject,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x1d55496e577c611f03bb7ccf15ca4aaffa34c0ab,186834245.0,2021-10-23 19:15:01.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2021-10-23 19:15:01.000000,6.75e+17,2021-10-23 19:15:29.752267,1.0,BOONJI #9453,1.0,2021-10-20 16:48:40.853546,750.0,15,art,2021
140,0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42,forgottenruneswizardscult,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x2dd702ada30c1ffab10095b89653dbdb5ea20e49,194667958.0,2021-11-04 21:20:10.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2021-11-04 21:20:10.000000,1e+18,2021-11-04 21:21:19.352668,1.0,Shaman Angus of Elysium,3.0,2021-06-28 03:00:44.700175,250.0,12,art,2021
163000863,0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,meridian-by-matt-deslauriers,2.0,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,1.0,2656.29,0xafe6520e39b77158e15b3377c1528b590a887800,187491155.0,2021-10-24 20:59:01.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2021-10-24 20:59:01.000000,2e+19,2021-10-24 20:59:25.223407,1.0,Meridian #863,2.0,2020-12-12 13:31:36.385177,750.0,9,art,2020
11944,0xca7ca7bcc765f77339be2d648ba53ce9c8a262bd,tubby-cats,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xdc3afba5a16a0e3a7562d050d99fe6cb23ff86ca,283710911.0,2022-02-22 15:59:40.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-02-22 15:59:40.000000,8.5e+17,2022-02-22 15:59:59.544600,1.0,2626,2.0,2022-02-21 16:46:13.165609,250.0,3,art,2022
6928,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xaa0161bbb5be759c82793c7cce5dae8837bf4fc1,292333481.0,2022-03-05 00:58:55.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 00:58:55.000000,7e+17,2022-03-05 00:59:22.262841,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
5498,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x1d5b8f533ac3fd1dc5e455360d037e66896c26b9,292356489.0,2022-03-05 01:38:22.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:38:22.000000,6e+17,2022-03-05 01:38:41.437073,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,0,art,2022
6532,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x4e3aae7b014bbe152f83fc509b242ab0f94d8854,292339252.0,2022-03-05 01:09:13.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:09:13.000000,6.7e+17,2022-03-05 01:09:22.892852,1.0,Dippie,2.0,2022-03-02 13:41:02.605663,500.0,1,art,2022
5243,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xceb95a007a097ec5690be15de28fcf807a78e9f1,290595440.0,2022-03-03 01:31:42.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-03 01:31:42.000000,3.55e+17,2022-03-03 01:31:51.036709,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,2,art,2022
7408,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xfa3707af2e616d97714207e98e8207560cd24c54,292341774.0,2022-03-05 01:13:25.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:13:25.000000,5e+17,2022-03-05 01:14:02.546556,1.0,Dippie,1.0,2022-03-02 13:41:02.605663,500.0,2,art,2022
2142,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x9898c7da330952864d6a8f0ff9c4f5f92a845e68,292344924.0,2022-03-05 01:18:58.000000,0x7f268357a8c2552623316e2562d90e642bb538e5,2022-03-05 01:18:58.000000,6.5e+17,2022-03-05 01:19:20.563449,1.0,Dippie #2142,2.0,2022-03-02 13:41:02.605663,500.0,3,art,2022
1037,0x080ce3620a3cfed6119d6c8db0f9a56e52451729,satoshirunnersofficial,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xa867ac8e69ed7b371bf78af214e570ac16c7600f,289731092.0,2022-03-02 01:08:42.000000,0x00000000a50bb64b4bbeceb18715748dface08af,2022-03-02 01:08:42.000000,1.73e+17,2022-03-02 01:08:50.283685,1.0,Satoshi Runners #1037,2.0,2022-02-28 13:12:34.929582,770.0,3,art,2022
3579,0xa3b041ee6b56bccbc54a3048417d82fe67736f62,persona-lamps,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0xbf5aa87878c968c9d062f51cabd04b66023c8e36,262308825.0,2022-01-31 08:28:32.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-01-31 08:28:32.000000,5.9e+16,2022-01-31 08:28:45.557686,1.0,Persona Lamp #3579,1.0,2021-12-20 02:14:42.439002,500.0,1,art,2021
810,0x7f7685b4cc34bd19e2b712d8a89f34d219e76c35,womenrise,1.0,ETH,0x0000000000000000000000000000000000000000,Ether,1.0,2657.88,0x2086a3738537e91183db8d7603a661d3d8e7b75c,278545865.0,2022-02-16 12:02:04.000000,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2022-02-16 12:02:04.000000,7.29e+17,2022-02-16 12:02:25.857517,1.0,WR NFT 810,2.0,2021-11-26 16:12:18.106031,700.0,10,art,2021
